5.99226		0	5.99226
2.80818		1	2.80818
2.89663		2	2.89663
2.38806		3	2.38806
1.94583		4	1.94583
1.59204		5	1.59204
1.43726		6	1.43726
0.862355		7	0.862355
1.37092		8	1.37092
1.50359		9	1.50359
1.37092		10	1.37092
1.23825		11	1.23825
1.61415		12	1.61415
1.30459		13	1.30459
1.43726		14	1.43726
1.7026		15	1.7026
1.61415		16	1.61415
1.56993		17	1.56993
2.01216		18	2.01216
2.01216		19	2.01216
1.48148		20	1.48148
1.5257		21	1.5257
2.12272		22	2.12272
1.7026		23	1.7026
2.38806		24	2.38806
2.03427		25	2.03427
2.10061		26	2.10061
2.16694		27	2.16694
2.41017		28	2.41017
2.47651		29	2.47651
2.89663		30	2.89663
2.76396		31	2.76396
3.00719		32	3.00719
3.00719		33	3.00719
2.56495		34	2.56495
3.20619		35	3.20619
3.11774		36	3.11774
3.42731		37	3.42731
3.82532		38	3.82532
3.6042		39	3.6042
3.11774		40	3.11774
3.93588		41	3.93588
3.64842		42	3.64842
3.89165		43	3.89165
4.42233		44	4.42233
4.13488		45	4.13488
4.11277		46	4.11277
4.00221		47	4.00221
4.42233		48	4.42233
4.00221		49	4.00221
4.37811		50	4.37811
5.12991		51	5.12991
5.19624		52	5.19624
5.77114		53	5.77114
5.81537		54	5.81537
5.10779		55	5.10779
5.15202		56	5.15202
6.10282		57	6.10282
7.18629		58	7.18629
7.67275		59	7.67275
8.22554		60	8.22554
8.40243		61	8.40243
7.5843		62	7.5843
7.62852		63	7.62852
8.57933		64	8.57933
9.44168		65	9.44168
10.3704		66	10.3704
10.2377		67	10.2377
9.99447		68	9.99447
9.15423		69	9.15423
9.35323		70	9.35323
10.8126		71	10.8126
15.3234		72	15.3234
14.7485		73	14.7485
15.7877		74	15.7877
15.5887		75	15.5887
14.7706		76	14.7706
13.9303		77	13.9303
13.6429		78	13.6429
15.9867		79	15.9867
19.4804		80	19.4804
20.0774		81	20.0774
19.0381		82	19.0381
20.6965		83	20.6965
17.5345		84	17.5345
16.6501		85	16.6501
19.7899		86	19.7899
25.34		87	25.34
33.1012		88	33.1012
36.44		89	36.44
33.3444		90	33.3444
24.6103		91	24.6103
27.2858		92	27.2858
35.047		93	35.047
45.152		94	45.152
53.4881		95	53.4881
53.3997		96	53.3997
48.4909		97	48.4909
43.4273		98	43.4273
37.9215		99	37.9215
70.2266		100	70.2266
69.6296		101	69.6296
64.8756		102	64.8756
71.3764		103	71.3764
61.581		104	61.581
43.6263		105	43.6263
52.9353		106	52.9353
70.1161		107	70.1161
58.1537		108	58.1537
60.7186		109	60.7186
64.2344		110	64.2344
62.8192		111	62.8192
49.9945		112	49.9945
44.7319		113	44.7319
56.7164		114	56.7164
59.7899		115	59.7899
60.7186		116	60.7186
67.0868		117	67.0868
70.6468		118	70.6468
47.4737		119	47.4737
38.1868		120	38.1868
53.0238		121	53.0238
62.5981		122	62.5981
69.696		123	69.696
80.0221		124	80.0221
75.5777		125	75.5777
56.429		126	56.429
53.9967		127	53.9967
79.5799		128	79.5799
94.1072		129	94.1072
110.735		130	110.735
112.593		131	112.593
108.192		132	108.192
87.6285		133	87.6285
75.0912		134	75.0912
114.715		135	114.715
163.759		136	163.759
174.837		137	174.837
200		138	200
187.617		139	187.617
115.158		140	115.158
115.644		141	115.644
174.616		142	174.616
178.706		143	178.706
149.143		144	149.143
129.287		145	129.287
111.177		146	111.177
113.521		147	113.521
82.8303		148	82.8303
59.2814		149	59.2814
78.2532		150	78.2532
89.3311		151	89.3311
92.3825		152	92.3825
98.3306		153	98.3306
80.1769		154	80.1769
55.3234		155	55.3234
57.8441		156	57.8441
80.4422		157	80.4422
103.284		158	103.284
128.601		159	128.601
121.703		160	121.703
82.2333		161	82.2333
51.5644		162	51.5644
35.0691		163	35.0691
40.3538		164	40.3538
43.8253		165	43.8253
28.9663		166	28.9663
14.2399		167	14.2399
6.14704		168	6.14704
3.4052		169	3.4052
2.29961		170	2.29961
2.16694		171	2.16694
1.94583		172	1.94583
2.14483		173	2.14483
1.28248		174	1.28248
1.39303		175	1.39303
1.14981		176	1.14981
0.729685		177	0.729685
0.729685		178	0.729685
0.574903		179	0.574903
0.420122		180	0.420122
0.375898		181	0.375898
0.199005		182	0.199005
0.420122		183	0.420122
0.375898		184	0.375898
0.13267		185	0.13267
0.26534		186	0.26534
0.199005		187	0.199005
0.154782		188	0.154782
0.199005		189	0.199005
0.154782		190	0.154782
0.13267		191	0.13267
0.154782		192	0.154782
0.13267		193	0.13267
0.066335		194	0.066335
0.13267		195	0.13267
0.0442233		196	0.0442233
0.0221117		197	0.0221117
0.0884467		198	0.0884467
0		199	0
0.0221117		200	0.0221117
0.0442233		201	0.0442233
0.066335		202	0.066335
0.066335		203	0.066335
0.0221117		204	0.0221117
0		205	0
0.0221117		206	0.0221117
0.0221117		207	0.0221117
0.0221117		208	0.0221117
0		209	0
0.0221117		210	0.0221117
0.0221117		211	0.0221117
0.0221117		212	0.0221117
0		213	0
0		214	0
0		215	0
0		216	0
0		217	0
0		218	0
0		219	0
0		220	0
0		221	0
0		222	0
0		223	0
0		224	0
0		225	0
0		226	0
0		227	0
0		228	0
0		229	0
0		230	0
0		231	0
0		232	0
0		233	0
0		234	0
0		235	0
0		236	0
0		237	0
0		238	0
0		239	0
0		240	0
0		241	0
0		242	0
0		243	0
0		244	0
0		245	0
0		246	0
0		247	0
0		248	0
0		249	0
0		250	0
0		251	0
0		252	0
0		253	0
0		254	0
0		255	0
		256	
